"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1461264","occ","","","203922","Conchostraca indet.","unranked clade","133417","invalid subgroup of","Diplostraca","infraclass","133222","Illyrian","","247.2","242","69888"
"1461288","occ","","","203924","Conchostraca indet.","unranked clade","133417","invalid subgroup of","Diplostraca","infraclass","133222","Fassanian","","242","235","69888"
"1461291","occ","","","203925","Conchostraca indet.","unranked clade","133417","invalid subgroup of","Diplostraca","infraclass","133222","Fassanian","","242","235","69888"
"1462982","occ","","","204163","Euestheria minuta","species","399421","","Euestheria minuta","species","399421","Rhaetian","","208.5","201.3","69925"
"1472771","occ","","","55682","Spinicaudata indet.","suborder","57393","","Spinicaudata","suborder","57393","Late Barremian","Early Aptian","130","122.46","70514"
"1472787","occ","","","94660","Spinicaudata indet.","suborder","57393","","Spinicaudata","suborder","57393","Late Barremian","Early Aptian","130","122.46","70514"
"1476235","occ","","","205960","Euestheria gutta","species","198361","species not entered","Euestheria","genus","198361","Griesbachian","","252.17","251.3","70655"
"1476236","occ","","","205960","Euestheria sp.","genus","198361","","Euestheria","genus","198361","Griesbachian","","252.17","251.3","70655"
"1476245","occ","","","205961","Euestheria sp.","genus","198361","","Euestheria","genus","198361","Griesbachian","","252.17","251.3","70655"
"1476248","occ","","","205961","Palaeolimnadiopsis vilujensis","species","399426","species not entered","Palaeolimnadiopsis","genus","399426","Griesbachian","","252.17","251.3","70655"
"1484668","occ","","","206490","Triops cancriformis","species","399419","","Triops cancriformis","species","399418","Aegean","","247.2","242","70963"
"1484669","occ","","","203355","Triops cancriformis","species","399419","","Triops cancriformis","species","399418","Aegean","","247.2","242","70963"
"1484670","occ","","","206487","Triops cancriformis","species","399419","","Triops cancriformis","species","399418","Aegean","","247.2","242","70963"
"1484672","occ","","","206491","Isaura minuta","species","399422","recombined as","Euestheria minuta","species","399421","Aegean","","247.2","242","70963"
"1484673","occ","","","206505","Isaura minuta","species","399422","recombined as","Euestheria minuta","species","399421","Aegean","","247.2","242","70963"
"1484674","occ","","","206490","Isaura minuta","species","399422","recombined as","Euestheria minuta","species","399421","Aegean","","247.2","242","70963"
"1484675","occ","","","206492","Isaura minuta","species","399422","recombined as","Euestheria minuta","species","399421","Aegean","","247.2","242","70963"
"1484676","occ","","","206489","Isaura minuta","species","399422","recombined as","Euestheria minuta","species","399421","Aegean","","247.2","242","70963"
"1484677","occ","","","140641","Isaura minuta","species","399422","recombined as","Euestheria minuta","species","399421","Aegean","","247.2","242","70963"
"1484678","occ","","","206493","Isaura minuta","species","399422","recombined as","Euestheria minuta","species","399421","Aegean","","247.2","242","70963"
"1484679","occ","","","206495","Isaura minuta","species","399422","recombined as","Euestheria minuta","species","399421","Aegean","","247.2","242","70963"
"1484680","occ","","","206506","Isaura minuta","species","399422","recombined as","Euestheria minuta","species","399421","Aegean","","247.2","242","70963"
"1484681","occ","","","206487","Isaura minuta","species","399422","recombined as","Euestheria minuta","species","399421","Aegean","","247.2","242","70963"
"1484682","occ","","","206490","Isaura sp.","genus","368646","","Isaura","genus","368646","Aegean","","247.2","242","70963"
"1484683","occ","","","206487","Isaura sp.","genus","368646","","Isaura","genus","368646","Aegean","","247.2","242","70963"
"1484684","occ","","","206491","Isaura sp.","genus","368646","","Isaura","genus","368646","Aegean","","247.2","242","70963"
"1484685","occ","","","206491","Palaeolimnadia alsatica","species","399424","","Palaeolimnadia alsatica","species","399424","Aegean","","247.2","242","70963"
"1484686","occ","","","206490","Palaeolimnadia alsatica","species","399424","","Palaeolimnadia alsatica","species","399424","Aegean","","247.2","242","70963"
"1484687","occ","","","206495","Palaeolimnadia alsatica","species","399424","","Palaeolimnadia alsatica","species","399424","Aegean","","247.2","242","70963"
"1484688","occ","","","206487","Palaeolimnadia alsatica","species","399424","","Palaeolimnadia alsatica","species","399424","Aegean","","247.2","242","70963"
"1484689","occ","","","206490","Palaeolimnadiopsis dictyonata","species","399427","","Palaeolimnadiopsis dictyonata","species","399427","Aegean","","247.2","242","70963"
"1484690","occ","","","206495","Palaeolimnadiopsis dictyonata","species","399427","","Palaeolimnadiopsis dictyonata","species","399427","Aegean","","247.2","242","70963"
"1484691","occ","","","206487","Palaeolimnadiopsis dictyonata","species","399427","","Palaeolimnadiopsis dictyonata","species","399427","Aegean","","247.2","242","70963"
"1484692","occ","","","206487","Praeleaia sp.","genus","399429","","Praeleaia","genus","399429","Aegean","","247.2","242","70963"
"1495981","occ","","","131916","Conchostraca indet.","unranked clade","133417","invalid subgroup of","Diplostraca","infraclass","133222","Late Famennian","","364.7","360.7","71792"
"1495982","occ","","","131916","Notostraca indet.","order","133207","","Notostraca","order","133207","Late Famennian","","364.7","360.7","71792"
"1495983","occ","","","131916","Anostraca indet.","order","133208","","Anostraca","order","133208","Late Famennian","","364.7","360.7","71792"
"1499986","occ","","","208780","Estheriella n. sp. nyasana","species","414532","recombined as","Nyasaestheriella nyasana","species","414532","Wuchiapingian","","259.9","254.17","72058"
"1504400","occ","","","209721","Pseudestheria sp.","genus","222092","","Pseudestheria","genus","222092","Late Jurassic","","163.5","145","72338"
"1506397","occ","","","210174","Estheria sp.","genus","133416","","Estheria","genus","133416","Late Triassic","","237","201.3","45609"
"1513783","occ","","","211242","Estherites jocelynae ?","species","422797","","Estherites jocelynae","species","422797","Early Oligocene","","33.9","28.4","72929"
"1521927","occ","","","212796","Estheriina kawasakii","species","57424","species not entered","Estheriina","genus","57424","Norian","","228","208.5","73480"
"1521928","occ","","","212796","Estheria cf. minuta","species","392423","","Estheria minuta","species","392422","Norian","","228","208.5","73480"
"1521929","occ","","","212796","Sphaerestheria cf. koreana","species","427776","species not entered","Sphaerestheria","genus","427776","Norian","","228","208.5","73480"
"1521930","occ","","","212796","Lioestheria sp.","genus","222093","","Lioestheria","genus","179624","Norian","","228","208.5","73480"
"1522396","occ","","","212905","Estheria cf. minuta","species","392423","","Estheria minuta","species","392422","Norian","","228","208.5","73516"
"1522736","occ","","","212973","Eustheria minuta","species","379233","species not entered","Eustheria","genus","379233","Norian","","228","208.5","73524"
"1522737","occ","","","212973","Lioestheria sp.","genus","222093","","Lioestheria","genus","179624","Norian","","228","208.5","73524"
"1522738","occ","","","212973","Sphaerestheria sp.","genus","427776","","Sphaerestheria","genus","427776","Norian","","228","208.5","73524"
"1522739","occ","","","212973","Estheriina cf. kawasakii","species","57424","species not entered","Estheriina","genus","57424","Norian","","228","208.5","73524"
"1530378","occ","","","214719","Sphaerestheria aldanensis","species","427776","species not entered","Sphaerestheria","genus","427776","Griesbachian","","252.17","251.3","74103"
"1530379","occ","","","214720","Estheriina aequalis","species","57424","species not entered","Estheriina","genus","57424","Dienerian","","252.17","251.3","74103"
"1530380","occ","","","214720","Pseudestheria pliciferina","species","222092","species not entered","Pseudestheria","genus","222092","Dienerian","","252.17","251.3","74103"
"1530382","occ","","","214721","Pseudestheria pliciferina","species","222092","species not entered","Pseudestheria","genus","222092","Dienerian","","252.17","251.3","74103"
"1530383","occ","","","214721","Pseudestheria sibirica","species","222092","species not entered","Pseudestheria","genus","222092","Dienerian","","252.17","251.3","74103"
"1530384","occ","","","214721","Pseudestheria putjatensis","species","222092","species not entered","Pseudestheria","genus","222092","Dienerian","","252.17","251.3","74103"
"1530385","occ","","","214721","Pseudestheria tumariana","species","222092","species not entered","Pseudestheria","genus","222092","Dienerian","","252.17","251.3","74103"
"1530514","occ","","","214748","Limnadia glabra","species","133209","species not entered","Limnadia","genus","133209","Griesbachian","","252.17","251.3","74103"
"1530516","occ","","","214748","Sphaerestheria aldanensis","species","427776","species not entered","Sphaerestheria","genus","427776","Griesbachian","","252.17","251.3","74103"
"1530517","occ","","","214748","Pseudestheria pliciferina","species","222092","species not entered","Pseudestheria","genus","222092","Griesbachian","","252.17","251.3","74103"
"1530518","occ","","","214748","Pseudestheria vjatkanensis","species","222092","species not entered","Pseudestheria","genus","222092","Griesbachian","","252.17","251.3","74103"
"1530519","occ","","","214748","Pseudestheria sibirica","species","222092","species not entered","Pseudestheria","genus","222092","Griesbachian","","252.17","251.3","74103"
"1530520","occ","","","214748","Estheriina aequalis","species","57424","species not entered","Estheriina","genus","57424","Griesbachian","","252.17","251.3","74103"
"1530527","occ","","","214748","Pseudestheria kashirtzevi","species","222092","species not entered","Pseudestheria","genus","222092","Griesbachian","","252.17","251.3","74103"
"1530528","occ","","","214748","Pseudestheria putjatensis","species","222092","species not entered","Pseudestheria","genus","222092","Griesbachian","","252.17","251.3","74103"
"1530529","occ","","","214748","Pseudestheria tumariana","species","222092","species not entered","Pseudestheria","genus","222092","Griesbachian","","252.17","251.3","74103"
"1530530","occ","","","214748","Limnadia verchojanica","species","133209","species not entered","Limnadia","genus","133209","Griesbachian","","252.17","251.3","74103"
"1530538","occ","","","214749","Pseudestheria sp.","genus","222092","","Pseudestheria","genus","222092","Dienerian","","252.17","251.3","74103"
"1530539","occ","","","214749","Pseudestheria kashirtzevi","species","222092","species not entered","Pseudestheria","genus","222092","Dienerian","","252.17","251.3","74103"
"1540128","occ","","","216575","Estheriina n. sp. extuberata","species","430674","","Estheriina extuberata","species","430674","Asselian","Sakmarian","298.9","290.1","74855"
"1540236","occ","","","216606","Leaia leidyi","species","237053","subjective synonym of","Leaia buntschiana","species","237052","Bashkirian","","323.2","315.2","43184"
"1540237","occ","","","216606","Leaia baentschiana","species","237054","","Leaia baentschiana","species","237054","Bashkirian","","323.2","315.2","43184"
"1540238","occ","","","216606","Leaia tricarinata","species","237051","species not entered","Leaia","genus","237051","Bashkirian","","323.2","315.2","43184"
"1540239","occ","","","216606","Leaia acutangularis","species","237051","species not entered","Leaia","genus","237051","Bashkirian","","323.2","315.2","43184"
"1540240","occ","","","216606","Lioestheria striata","species","222093","species not entered","Lioestheria","genus","179624","Bashkirian","","323.2","315.2","43184"
"1540242","occ","","","216608","Lynceites n. sp. cansoensis","species","237334","species not entered","Lynceites","genus","237334","Bashkirian","","323.2","315.2","43184"
"1540246","occ","","","216609","Leaia leidyi","species","237053","subjective synonym of","Leaia buntschiana","species","237052","Bashkirian","","323.2","315.2","43184"
"1540247","occ","","","216609","Leaia baentschiana","species","237054","","Leaia baentschiana","species","237054","Bashkirian","","323.2","315.2","43184"
"1540248","occ","","","216609","Leaia tricarinata","species","237051","species not entered","Leaia","genus","237051","Bashkirian","","323.2","315.2","43184"
"1540249","occ","","","216609","Leaia acutangularis","species","237051","species not entered","Leaia","genus","237051","Bashkirian","","323.2","315.2","43184"
"1540250","occ","","","216609","Lioestheria striata","species","222093","species not entered","Lioestheria","genus","179624","Bashkirian","","323.2","315.2","43184"
"1540252","occ","","","216610","Leaia leidyi","species","237053","subjective synonym of","Leaia buntschiana","species","237052","Bashkirian","","323.2","315.2","43184"
"1541112","occ","","","216767","Isaura (Euestheria) harveyi","species","368646","species not entered","Isaura","genus","368646","Artinskian","","290.1","279.3","74946"
"1541114","occ","","","216768","Isaura (Euestheria) harveyi","species","368646","species not entered","Isaura","genus","368646","Artinskian","","290.1","279.3","74946"
"1541117","occ","","","216769","Isaura (Euestheria) harveyi","species","368646","species not entered","Isaura","genus","368646","Artinskian","","290.1","279.3","74946"
"1541119","occ","","","216770","Isaura (Euestheria) harveyi","species","368646","species not entered","Isaura","genus","368646","Artinskian","","290.1","279.3","74946"
"1541123","occ","","","216771","Isaura (Eustheria) harveyi","species","368646","species not entered","Isaura","genus","368646","Artinskian","","290.1","279.3","74946"
"1541126","occ","","","216773","Isaura (Eustheria) harveyi","species","368646","species not entered","Isaura","genus","368646","Artinskian","","290.1","279.3","74946"
"1541133","occ","","","216775","Isaura (Euestheria) harveyi","species","368646","species not entered","Isaura","genus","368646","Artinskian","","290.1","279.3","74946"
"1541136","occ","","","216776","Isaura (Euestheria) harveyi","species","368646","species not entered","Isaura","genus","368646","Artinskian","","290.1","279.3","74946"
"1541143","occ","","","216778","Isaura (Euestheria) harveyi","species","368646","species not entered","Isaura","genus","368646","Artinskian","","290.1","279.3","74946"
"1541145","occ","","","216779","Isaura (Euestheria) harveyi","species","368646","species not entered","Isaura","genus","368646","Artinskian","","290.1","279.3","74946"
"1541149","occ","","","216780","Isaura (Euestheria) harveyi","species","368646","species not entered","Isaura","genus","368646","Artinskian","","290.1","279.3","74946"
"1541151","occ","","","216781","Isaura (Euestheria) harveyi","species","368646","species not entered","Isaura","genus","368646","Artinskian","","290.1","279.3","74946"
"1541154","occ","","","216782","Isaura (Euestheria) harveyi","species","368646","species not entered","Isaura","genus","368646","Artinskian","","290.1","279.3","74946"
"1541157","occ","","","216783","Isaura (Euestheria) harveyi","species","368646","species not entered","Isaura","genus","368646","Artinskian","","290.1","279.3","74946"
"1542080","occ","","","216991","Pseudestheria sp.","genus","222092","","Pseudestheria","genus","222092","Virgilian","","303.4","298.9","75237"
"1542179","occ","","","216993","Pseudestheria sp.","genus","222092","","Pseudestheria","genus","222092","Virgilian","","303.4","298.9","75237"
"1542188","occ","","","216992","Conchostraca indet.","unranked clade","222095","invalid subgroup of","Diplostraca","infraclass","133222","Virgilian","","303.4","298.9","75139"
"1542325","occ","","","216992","Branchiopoda indet.","class","22113","","Branchiopoda","class","22113","Virgilian","","303.4","298.9","75181"
"1542436","occ","","","217022","Pseudestheria limbata","species","460610","","Pseudestheria limbata","species","460610","Kasimovian","","307","303.7","82212"
"1543876","occ","","","49636","Diplostraca indet.","infraclass","133222","","Diplostraca","infraclass","133222","Kimmeridgian","Tithonian","157.3","145","75375"
"1547212","occ","","","218214","Conchostraca indet.","unranked clade","222095","invalid subgroup of","Diplostraca","infraclass","133222","Rhaetian","","208.5","201.3","75695"
"1552292","occ","","","136382","Cyzicus pricei","species","57396","species not entered","Cyzicus","genus","57396","Late Jurassic","","163.5","145","75991"
"1552304","occ","","","136933","Cyzicus pricei","species","57396","species not entered","Cyzicus","genus","57396","Late Jurassic","","163.5","145","75991"
"1552309","occ","","","151878","Cyzicus pricei","species","57396","species not entered","Cyzicus","genus","57396","Late Jurassic","","163.5","145","75991"
"1552314","occ","","","211643","Cyzicus pricei","species","57396","species not entered","Cyzicus","genus","57396","Late Jurassic","","163.5","145","75991"
"1552319","occ","","","94032","Cyzicus pricei","species","57396","species not entered","Cyzicus","genus","57396","Late Jurassic","","163.5","145","75991"
"1555492","occ","","","219459","Euestheria minuta","species","399421","","Euestheria minuta","species","399421","Rhaetian","","208.5","201.3","76353"
"1564204","occ","","","220872","Estheria sp.","genus","133416","","Estheria","genus","133416","Artinskian","","290.1","279.3","77200"
"1573473","occ","","","222373","Spinicaudata indet.","suborder","57393","","Spinicaudata","suborder","57393","Late Valanginian","","140.2","136.4","78161"
"1582123","occ","","","48424","Cyzicus sp.","genus","57396","","Cyzicus","genus","57396","Norian","","228","208.5","78626"
"1585181","occ","","","29509","Estheria sp.","genus","133416","","Estheria","genus","133416","Late Triassic","","237","201.3","8014"
"1585192","occ","","","224018","Menucoestheria terneraensis","species","282430","","Menucoestheria terneraensis","species","282430","Late Triassic","","237","201.3","78983"
"1585193","occ","","","224019","Liograpta troncosoi","species","282434","recombined as","Polygrapta troncosoi","species","282434","Early Triassic","","252.17","247.2","78983"
"1585194","occ","","","224020","Menucoestheria terneraensis","species","282430","","Menucoestheria terneraensis","species","282430","Early Triassic","","252.17","247.2","78983"
"1586006","occ","","","69890","cf. Lioestheria sp.","genus","222093","","Lioestheria","genus","179624","Kimmeridgian","","157.3","152.1","48382"
"1586085","occ","","","105836","Cyzicus sp.","genus","57396","","Cyzicus","genus","57396","Norian","","228","208.5","79067"
"1597302","occ","","","225781","Daphnia (Ctenodaphnia) sp.","subgenus","284820","obsolete variant of","Daphnia","genus","284820","Early Miocene","","23.03","15.97","81788"
"1600430","occ","","","154038","Estheria minuta","species","392423","","Estheria minuta","species","392422","Aegean","","247.2","242","81996"
"1605660","occ","","","227055","Cladocera sp.","genus","277029","","Cladocera","order","277029","Pleistocene","","2.588","0.0117","82477"
"1605661","occ","","","227055","Daphnia pulex","species","284820","species not entered","Daphnia","genus","284820","Pleistocene","","2.588","0.0117","82477"
"1605662","occ","","","227055","Lepidurus cf. arcticus","species","56632","species not entered","Lepidurus","genus","56632","Pleistocene","","2.588","0.0117","82477"
"1611304","occ","","","24499","Cyzicus sp.","genus","57396","","Cyzicus","genus","57396","Carnian","","237","228","83012"
"1611313","occ","","","227823","Cyzicus sp.","genus","57396","","Cyzicus","genus","57396","Norian","","228","208.5","83013"
"1611314","occ","","","227823","Palaeolimnadia ? sp.","genus","399423","","Palaeolimnadia","genus","399423","Norian","","228","208.5","83013"
"1611330","occ","","","227824","Conchostraca indet.","unranked clade","133417","invalid subgroup of","Diplostraca","infraclass","133222","Carnian","","237","228","83016"
"1611334","occ","","","227825","Palaeolimnadia ? sp.","genus","399423","","Palaeolimnadia","genus","399423","Carnian","","237","228","83017"
"1611338","occ","","","227825","Cyzicus sp.","genus","57396","","Cyzicus","genus","57396","Carnian","","237","228","83017"
"1611340","occ","","","39159","Cyzicus sp.","genus","57396","","Cyzicus","genus","57396","Carnian","","237","228","83018"
"1611342","occ","","","224084","Cyzicus sp.","genus","57396","","Cyzicus","genus","57396","Carnian","","237","228","83019"
"1611343","occ","","","224084","Palaeolimnadia sp.","genus","399423","","Palaeolimnadia","genus","399423","Carnian","","237","228","83019"
"1611394","occ","","","227832","Conchostraca indet.","unranked clade","133417","invalid subgroup of","Diplostraca","infraclass","133222","Norian","","228","208.5","83025"
"1611395","occ","","","227832","Cyzicus sp.","genus","57396","","Cyzicus","genus","57396","Norian","","228","208.5","83025"
"1611398","occ","","","227832","Palaeolimnadia sp.","genus","399423","","Palaeolimnadia","genus","399423","Norian","","228","208.5","83025"
"1626977","occ","","","230303","n. gen. Chenops n. sp. yixianensis","species","473604","","Chenops yixianensis","species","473604","Late Barremian","","130","125.45","50619"
"1626978","occ","","","230304","n. gen. Jeholops n. sp. hongi","species","473605","","Jeholops hongi","species","473605","Late Barremian","","130","125.45","50619"
"1630858","occ","","","77191","Phyllopoda indet.","subclass","133204","","Phyllopoda","subclass","133204","Late Aptian","Early Albian","122.46","109","33967"
"1633716","occ","","","231619","Lioestheria sp. A informal","genus","222093","obsolete variant of","Lioestheria","genus","179624","Tithonian","","152.1","145","81134"
"1633717","occ","","","231619","Lioestheria sp. B informal","genus","222093","obsolete variant of","Lioestheria","genus","179624","Tithonian","","152.1","145","81134"
"1633718","occ","","","231619","Lioestheria tendagurensis","species","222093","species not entered","Lioestheria","genus","179624","Tithonian","","152.1","145","81134"
"1633720","occ","","","70031","Lioestheria sp. A informal","genus","222093","obsolete variant of","Lioestheria","genus","179624","Late Kimmeridgian","Tithonian","155.7","145","81134"
"1633721","occ","","","70031","Lioestheria sp. B informal","genus","222093","obsolete variant of","Lioestheria","genus","179624","Late Kimmeridgian","Tithonian","155.7","145","81134"
"1639117","occ","","","232324","Conchostraca indet.","unranked clade","133417","invalid subgroup of","Diplostraca","infraclass","133222","Hettangian","Sinemurian","201.3","190.8","25375"
"1640822","occ","","","232614","Pseudestheria tenella","species","291086","","Pseudestheria tenella","species","237027","Asselian","","298.9","295.5","86761"
"1640823","occ","","","232614","Pseudestheria aff. breitenbachensis","species","222092","species not entered","Pseudestheria","genus","222092","Asselian","","298.9","295.5","86761"
"1643383","occ","","","232994","Conchostraca indet.","unranked clade","133417","invalid subgroup of","Diplostraca","infraclass","133222","Asselian","","298.9","295.5","87150"
"1643384","occ","","","232995","Conchostraca indet.","unranked clade","133417","invalid subgroup of","Diplostraca","infraclass","133222","Asselian","","298.9","295.5","87150"
"1643393","occ","","","232996","Pseudestheria aff. breitenbachensis","species","222092","species not entered","Pseudestheria","genus","222092","Asselian","","298.9","295.5","87150"
"1643394","occ","","","232996","Lioestheriidae indet.","family","198363","","Lioestheriidae","family","198363","Asselian","","298.9","295.5","87150"
"1644113","occ","","","233077","Leaia baentschi","species","237051","species not entered","Leaia","genus","237051","Kasimovian","","307","303.7","87189"
"1644118","occ","","","233078","Estheria limbata","species","237036","","Estheria limbata","species","237036","Kasimovian","","307","303.7","87189"
